PeakID (cmd=annotatePeaks.pl overlapped_H3K9me3.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K9me3_i71_peak_1454	chr13	67590936	67591150	+	35	NA	exon (ENSMUST00000012873.15, exon 4 of 4)	-exon (ENSMUST00000012873.15, exon 4 of 4)	18602	ENSMUST00000223599.1	ENSMUST00000223599	ENSMUST00000223599						NA
H3K9me3_i71_peak_3907	chr5	133026475	133026985	+	35	NA	Intergenic	Intergenic	225052	ENSMUST00000157498.1	ENSMUST00000157498	ENSMUST00000157498						NA
H3K9me3_i71_peak_1184	chr12	110318717	110320039	+	35	NA	TTS (ENSMUST00000223299.1)	-TTS (ENSMUST00000223299.1)	795	ENSMUST00000223299.1	ENSMUST00000223299	ENSMUST00000223299						NA
H3K9me3_i71_peak_2426	chr18	36896682	36897922	+	35	NA	Intergenic	Intergenic	-23094	ENSMUST00000180647.1	ENSMUST00000180647	ENSMUST00000180647						NA
H3K9me3_i71_peak_1331	chr13	62055559	62055966	+	35	NA	intron (ENSMUST00000220886.1, intron 1 of 1)	-intron (ENSMUST00000220886.1, intron 1 of 1)	6914	ENSMUST00000221814.1	ENSMUST00000221814	ENSMUST00000221814						NA
H3K9me3_i71_peak_2667	chr19	57842490	57843196	+	35	NA	intron (ENSMUST00000077282.6, intron 26 of 28)	-intron (ENSMUST00000077282.6, intron 26 of 28)	-208324	ENSMUST00000176631.1	ENSMUST00000176631	ENSMUST00000176631						NA
H3K9me3_i71_peak_5078	chr9	77322911	77323268	+	35	NA	intron (ENSMUST00000185039.7, intron 1 of 6)	-intron (ENSMUST00000034910.15, intron 1 of 7)	17538	ENSMUST00000184106.1	ENSMUST00000184106	ENSMUST00000184106						NA
H3K9me3_i71_peak_4818	chr8	108947603	108950003	+	35	NA	exon (ENSMUST00000043896.9, exon 9 of 10)	-exon (ENSMUST00000043896.9, exon 9 of 10)	11943	ENSMUST00000175500.1	ENSMUST00000175500	ENSMUST00000175500						NA
H3K9me3_i71_peak_3311	chr4	96916110	96916378	+	35	NA	promoter-TSS (ENSMUST00000158113.2)	-promoter-TSS (ENSMUST00000158113.2)	-701	ENSMUST00000158113.2	ENSMUST00000158113	ENSMUST00000158113						NA
H3K9me3_i71_peak_3891	chr5	125617466	125618388	+	35	NA	intron (ENSMUST00000031446.6, intron 1 of 8)	-intron (ENSMUST00000031446.6, intron 1 of 8)	-4561	ENSMUST00000184422.1	ENSMUST00000184422	ENSMUST00000184422						NA
H3K9me3_i71_peak_3589	chr5	13864290	13864509	+	35	NA	Intergenic	Intergenic	-12767	ENSMUST00000198653.1	ENSMUST00000198653	ENSMUST00000198653						NA
H3K9me3_i71_peak_2766	chr2	76713703	76714564	+	35	NA	exon (ENSMUST00000011934.12, exon 186 of 191)	-exon (ENSMUST00000011934.12, exon 186 of 191)	-8643	ENSMUST00000156809.1	ENSMUST00000156809	ENSMUST00000156809						NA
H3K9me3_i71_peak_5179	chr9	122929894	122930882	+	35	NA	TTS (ENSMUST00000148851.1)	-TTS (ENSMUST00000148851.1)	-5424	ENSMUST00000217053.1	ENSMUST00000217053	ENSMUST00000217053						NA
H3K9me3_i71_peak_3507	chr4	147765868	147766443	+	35	NA	intron (ENSMUST00000122309.1, intron 1 of 3)	-intron (ENSMUST00000105734.9, intron 3 of 5)	9678	ENSMUST00000122309.1	ENSMUST00000122309	ENSMUST00000122309						NA
H3K9me3_i71_peak_4503	chr7	43241404	43241847	+	35	NA	Intergenic	Intergenic	18050	ENSMUST00000163106.1	ENSMUST00000163106	ENSMUST00000163106						NA
H3K9me3_i71_peak_3294	chr4	75158189	75158388	+	35	NA	Intergenic	Intergenic	10679	ENSMUST00000121596.1	ENSMUST00000121596	ENSMUST00000121596						NA
H3K9me3_i71_peak_977	chr12	18153289	18153488	+	35	NA	Intergenic	Intergenic	-9306	ENSMUST00000221588.1	ENSMUST00000221588	ENSMUST00000221588						NA
H3K9me3_i71_peak_2827	chr2	116532065	116532873	+	35	NA	Intergenic	Intergenic	-3979	ENSMUST00000120190.1	ENSMUST00000120190	ENSMUST00000120190						NA
H3K9me3_i71_peak_4625	chr8	11882784	11884064	+	35	NA	intron (ENSMUST00000210446.1, intron 1 of 1)	-intron (ENSMUST00000210446.1, intron 1 of 1)	9265	ENSMUST00000210446.1	ENSMUST00000210446	ENSMUST00000210446						NA
H3K9me3_i71_peak_664	chr10	119656572	119657118	+	35	NA	TTS (ENSMUST00000218068.1)	-TTS (ENSMUST00000218068.1)	2781	ENSMUST00000218068.1	ENSMUST00000218068	ENSMUST00000218068						NA
H3K9me3_i71_peak_4316	chr7	29214789	29215492	+	35	NA	Intergenic	Intergenic	-1105	ENSMUST00000164653.7	ENSMUST00000164653	ENSMUST00000164653						NA
H3K9me3_i71_peak_1423	chr13	67022087	67022331	+	35	NA	intron (ENSMUST00000224483.1, intron 1 of 8)	-intron (ENSMUST00000224483.1, intron 1 of 8)	10199	ENSMUST00000224483.1	ENSMUST00000224483	ENSMUST00000224483						NA
H3K9me3_i71_peak_554	chr10	82142717	82143345	+	35	NA	intron (ENSMUST00000201286.3, intron 2 of 3)	-intron (ENSMUST00000105314.2, intron 1 of 2)	4778	ENSMUST00000105314.2	ENSMUST00000105314	ENSMUST00000105314						NA
H3K9me3_i71_peak_1808	chr16	4247801	4248740	+	35	NA	Intergenic	Intergenic	17969	ENSMUST00000161633.1	ENSMUST00000161633	ENSMUST00000161633						NA
H3K9me3_i71_peak_2230	chr17	66179486	66179859	+	35	NA	Intergenic	Intergenic	8319	ENSMUST00000233943.1	ENSMUST00000233943	ENSMUST00000233943						NA
H3K9me3_i71_peak_668	chr10	119893152	119893519	+	35	NA	intron (ENSMUST00000139352.7, intron 1 of 21)	-intron (ENSMUST00000041962.15, intron 1 of 22)	-16612	ENSMUST00000127787.1	ENSMUST00000127787	ENSMUST00000127787						NA
H3K9me3_i71_peak_593	chr10	83427604	83428339	+	35	NA	exon (ENSMUST00000020488.8, exon 4 of 4)	-exon (ENSMUST00000020488.8, exon 4 of 4)	67750	ENSMUST00000020488.8	ENSMUST00000020488	ENSMUST00000020488						NA
H3K9me3_i71_peak_2898	chr2	150338982	150339867	+	35	NA	intron (ENSMUST00000133235.2, intron 2 of 3)	-intron (ENSMUST00000051153.5, intron 3 of 3)	15722	ENSMUST00000133235.2	ENSMUST00000133235	ENSMUST00000133235						NA
H3K9me3_i71_peak_2899	chr2	150341078	150341683	+	35	NA	intron (ENSMUST00000133235.2, intron 2 of 3)	-intron (ENSMUST00000051153.5, intron 3 of 3)	17678	ENSMUST00000133235.2	ENSMUST00000133235	ENSMUST00000133235						NA
H3K9me3_i71_peak_4090	chr6	95403835	95404225	+	35	NA	Intergenic	Intergenic	-70037	ENSMUST00000159937.7	ENSMUST00000159937	ENSMUST00000159937						NA
H3K9me3_i71_peak_2941	chr2	168374511	168375343	+	35	NA	Intergenic	Intergenic	39227	ENSMUST00000083027.1	ENSMUST00000083027	ENSMUST00000083027						NA
H3K9me3_i71_peak_2572	chr18	69494885	69495611	+	35	NA	intron (ENSMUST00000203002.3, intron 5 of 6)	-intron (ENSMUST00000066717.11, intron 6 of 20)	-4141	ENSMUST00000201181.3	ENSMUST00000201181	ENSMUST00000201181						NA
H3K9me3_i71_peak_1784	chr15	94852911	94853300	+	35	NA	intron (ENSMUST00000080141.5, intron 3 of 7)	-intron (ENSMUST00000080141.5, intron 3 of 7)	134033	ENSMUST00000104259.1	ENSMUST00000104259	ENSMUST00000104259						NA
H3K9me3_i71_peak_5016	chr9	22283711	22284190	+	35	NA	promoter-TSS (ENSMUST00000214499.1)	-promoter-TSS (ENSMUST00000214499.1)	-47	ENSMUST00000214499.1	ENSMUST00000214499	ENSMUST00000214499						NA
H3K9me3_i71_peak_1740	chr15	52359997	52360232	+	35	NA	Intergenic	Intergenic	64561	ENSMUST00000037240.2	ENSMUST00000037240	ENSMUST00000037240						NA
H3K9me3_i71_peak_3257	chr4	32974012	32974440	+	35	NA	Intergenic	Intergenic	-8811	ENSMUST00000098190.9	ENSMUST00000098190	ENSMUST00000098190						NA
H3K9me3_i71_peak_2342	chr17	94875761	94876211	+	35	NA	TTS (ENSMUST00000234071.1)	-TTS (ENSMUST00000234071.1)	2000	ENSMUST00000108007.4	ENSMUST00000108007	ENSMUST00000108007						NA
H3K9me3_i71_peak_4234	chr7	12868203	12869514	+	35	NA	promoter-TSS (ENSMUST00000210319.1)	-promoter-TSS (ENSMUST00000210319.1)	-275	ENSMUST00000210319.1	ENSMUST00000210319	ENSMUST00000210319						NA
H3K9me3_i71_peak_4321	chr7	29679344	29679554	+	35	NA	Intergenic	Intergenic	-22173	ENSMUST00000083451.1	ENSMUST00000083451	ENSMUST00000083451						NA
H3K9me3_i71_peak_2705	chr2	18276456	18276655	+	35	NA	intron (ENSMUST00000163130.7, intron 6 of 9)	-intron (ENSMUST00000028072.12, intron 7 of 10)	-26712	ENSMUST00000120519.2	ENSMUST00000120519	ENSMUST00000120519						NA
H3K9me3_i71_peak_2604	chr18	74364605	74365750	+	35	NA	Intergenic	Intergenic	16191	ENSMUST00000177407.1	ENSMUST00000177407	ENSMUST00000177407						NA
H3K9me3_i71_peak_2	chr1	3147543	3148026	+	35	NA	Intergenic	Intergenic	45768	ENSMUST00000082908.1	ENSMUST00000082908	ENSMUST00000082908						NA
H3K9me3_i71_peak_3284	chr4	62921624	62922120	+	35	NA	Intergenic	Intergenic	-17469	ENSMUST00000157342.1	ENSMUST00000157342	ENSMUST00000157342						NA
H3K9me3_i71_peak_5103	chr9	98881753	98882436	+	35	NA	Intergenic	Intergenic	-6117	ENSMUST00000215123.1	ENSMUST00000215123	ENSMUST00000215123						NA
H3K9me3_i71_peak_3576	chr5	7554587	7555235	+	35	NA	Intergenic	Intergenic	-154549	ENSMUST00000182928.1	ENSMUST00000182928	ENSMUST00000182928						NA
H3K9me3_i71_peak_2964	chr2	173370673	173371167	+	35	NA	Intergenic	Intergenic	-23646	ENSMUST00000147357.1	ENSMUST00000147357	ENSMUST00000147357						NA
H3K9me3_i71_peak_94	chr1	42648094	42648569	+	35	NA	TTS (ENSMUST00000078844.7)	-TTS (ENSMUST00000078844.7)	3348	ENSMUST00000176977.7	ENSMUST00000176977	ENSMUST00000176977						NA
H3K9me3_i71_peak_4176	chr6	146146226	146147146	+	35	NA	intron (ENSMUST00000079573.12, intron 53 of 55)	-intron (ENSMUST00000053273.14, intron 54 of 56)	522	ENSMUST00000137938.1	ENSMUST00000137938	ENSMUST00000137938						NA
H3K9me3_i71_peak_3223	chr3	148117362	148117588	+	35	NA	Intergenic	Intergenic	-12769	ENSMUST00000196226.1	ENSMUST00000196226	ENSMUST00000196226						NA
H3K9me3_i71_peak_1223	chr13	11613289	11613626	+	35	NA	intron (ENSMUST00000221527.1, intron 10 of 19)	-intron (ENSMUST00000021750.14, intron 84 of 104)	-28503	ENSMUST00000222788.1	ENSMUST00000222788	ENSMUST00000222788						NA
H3K9me3_i71_peak_5153	chr9	119860592	119860907	+	35	NA	Intergenic	Intergenic	34096	ENSMUST00000214307.1	ENSMUST00000214307	ENSMUST00000214307						NA
H3K9me3_i71_peak_1282	chr13	48615404	48615663	+	35	NA	intron (ENSMUST00000223025.1, intron 1 of 6)	-intron (ENSMUST00000035824.10, intron 1 of 9)	9976	ENSMUST00000223025.1	ENSMUST00000223025	ENSMUST00000223025						NA
H3K9me3_i71_peak_443	chr10	47684080	47684984	+	35	NA	Intergenic	Intergenic	44409	ENSMUST00000217715.1	ENSMUST00000217715	ENSMUST00000217715						NA
H3K9me3_i71_peak_4234-2	chr7	12868203	12869514	+	35	NA	promoter-TSS (ENSMUST00000210319.1)	-promoter-TSS (ENSMUST00000210319.1)	-275	ENSMUST00000210319.1	ENSMUST00000210319	ENSMUST00000210319						NA
H3K9me3_i71_peak_17	chr1	6694449	6695209	+	35	NA	intron (ENSMUST00000131494.7, intron 2 of 22)	-intron (ENSMUST00000131494.7, intron 2 of 22)	-35222	ENSMUST00000043578.12	ENSMUST00000043578	ENSMUST00000043578						NA
H3K9me3_i71_peak_3562	chr4	153735266	153736091	+	35	NA	Intergenic	Intergenic	-140706	ENSMUST00000104331.1	ENSMUST00000104331	ENSMUST00000104331						NA
H3K9me3_i71_peak_4654	chr8	35619835	35620313	+	35	NA	intron (ENSMUST00000154989.1, intron 1 of 3)	-intron (ENSMUST00000037666.5, intron 1 of 2)	12797	ENSMUST00000154989.1	ENSMUST00000154989	ENSMUST00000154989						NA
H3K9me3_i71_peak_3617	chr5	31341646	31341858	+	35	NA	Intergenic	Intergenic	15043	ENSMUST00000200995.1	ENSMUST00000200995	ENSMUST00000200995						NA
H3K9me3_i71_peak_3232	chr3	159184240	159184881	+	35	NA	intron (ENSMUST00000197341.1, intron 2 of 4)	-intron (ENSMUST00000197341.1, intron 2 of 4)	108196	ENSMUST00000197341.1	ENSMUST00000197341	ENSMUST00000197341						NA
H3K9me3_i71_peak_3440	chr4	146738359	146738631	+	35	NA	Intergenic	Intergenic	83568	ENSMUST00000070932.3	ENSMUST00000070932	ENSMUST00000070932						NA
H3K9me3_i71_peak_2885	chr2	150315661	150315992	+	35	NA	intron (ENSMUST00000238230.1, intron 1 of 3)	-intron (ENSMUST00000051153.5, intron 3 of 3)	4395	ENSMUST00000238230.1	ENSMUST00000238230	ENSMUST00000238230						NA
H3K9me3_i71_peak_1310	chr13	60211858	60212069	+	35	NA	promoter-TSS (ENSMUST00000060705.2)	-promoter-TSS (ENSMUST00000060705.2)	30	ENSMUST00000060705.2	ENSMUST00000060705	ENSMUST00000060705						NA
H3K9me3_i71_peak_1660	chr14	106456125	106456337	+	35	NA	intron (ENSMUST00000186643.1, intron 1 of 1)	-intron (ENSMUST00000186311.1, intron 1 of 3)	30261	ENSMUST00000186643.1	ENSMUST00000186643	ENSMUST00000186643						NA
H3K9me3_i71_peak_740	chr11	27131423	27131803	+	35	NA	Intergenic	Intergenic	-44478	ENSMUST00000158029.1	ENSMUST00000158029	ENSMUST00000158029						NA
H3K9me3_i71_peak_1126	chr12	72120784	72121150	+	35	NA	TTS (ENSMUST00000220756.1)	-TTS (ENSMUST00000220756.1)	828	ENSMUST00000220756.1	ENSMUST00000220756	ENSMUST00000220756						NA
H3K9me3_i71_peak_4608	chr8	3801585	3802213	+	35	NA	Intergenic	Intergenic	1459	ENSMUST00000157400.1	ENSMUST00000157400	ENSMUST00000157400						NA
H3K9me3_i71_peak_1800	chr15	101666773	101667310	+	35	NA	TTS (ENSMUST00000239024.1)	-TTS (ENSMUST00000239024.1)	1035	ENSMUST00000239024.1	ENSMUST00000239024	ENSMUST00000239024						NA
H3K9me3_i71_peak_439	chr10	45256382	45256659	+	34	NA	intron (ENSMUST00000175658.1, intron 2 of 2)	-intron (ENSMUST00000175658.1, intron 2 of 2)	9433	ENSMUST00000157398.2	ENSMUST00000157398	ENSMUST00000157398						NA
H3K9me3_i71_peak_1636	chr14	61249369	61249632	+	34	NA	intron (ENSMUST00000077954.12, intron 1 of 7)	-intron (ENSMUST00000077954.12, intron 1 of 7)	8924	ENSMUST00000121148.7	ENSMUST00000121148	ENSMUST00000121148						NA
H3K9me3_i71_peak_2814	chr2	94206725	94206941	+	34	NA	intron (ENSMUST00000211430.1, intron 3 of 4)	-intron (ENSMUST00000210851.1, intron 3 of 5)	-22703	ENSMUST00000175292.1	ENSMUST00000175292	ENSMUST00000175292						NA
H3K9me3_i71_peak_4300	chr7	27891616	27891874	+	34	NA	Intergenic	Intergenic	-7235	ENSMUST00000206136.1	ENSMUST00000206136	ENSMUST00000206136						NA
H3K9me3_i71_peak_1884	chr16	87232472	87232701	+	34	NA	Intergenic	Intergenic	-104147	ENSMUST00000232056.1	ENSMUST00000232056	ENSMUST00000232056						NA
H3K9me3_i71_peak_175	chr1	103212325	103212653	+	34	NA	intron (ENSMUST00000186155.1, intron 3 of 4)	-intron (ENSMUST00000186155.1, intron 3 of 4)	24278	ENSMUST00000157969.1	ENSMUST00000157969	ENSMUST00000157969						NA
H3K9me3_i71_peak_2760	chr2	74012916	74013125	+	34	NA	Intergenic	Intergenic	-52351	ENSMUST00000119237.2	ENSMUST00000119237	ENSMUST00000119237						NA
H3K9me3_i71_peak_225	chr1	126614187	126614990	+	34	NA	intron (ENSMUST00000162664.7, intron 2 of 2)	-intron (ENSMUST00000094609.9, intron 2 of 12)	-121661	ENSMUST00000161954.7	ENSMUST00000161954	ENSMUST00000161954						NA
H3K9me3_i71_peak_1369	chr13	62777022	62777764	+	34	NA	promoter-TSS (ENSMUST00000167516.2)	-promoter-TSS (ENSMUST00000167516.2)	-304	ENSMUST00000167516.2	ENSMUST00000167516	ENSMUST00000167516						NA
H3K9me3_i71_peak_1743	chr15	52916655	52917439	+	34	NA	Intergenic	Intergenic	-130780	ENSMUST00000228167.1	ENSMUST00000228167	ENSMUST00000228167						NA
H3K9me3_i71_peak_426	chr10	41777026	41777565	+	34	NA	intron (ENSMUST00000215667.1, intron 3 of 3)	-intron (ENSMUST00000019951.15, intron 1 of 10)	30549	ENSMUST00000190793.1	ENSMUST00000190793	ENSMUST00000190793						NA
H3K9me3_i71_peak_3217	chr3	144865787	144866503	+	34	NA	intron (ENSMUST00000200595.4, intron 11 of 13)	-intron (ENSMUST00000200595.4, intron 11 of 13)	-16788	ENSMUST00000159989.1	ENSMUST00000159989	ENSMUST00000159989						NA
H3K9me3_i71_peak_393	chr10	24240600	24240799	+	34	NA	intron (ENSMUST00000095784.2, intron 1 of 11)	-intron (ENSMUST00000095784.2, intron 1 of 11)	17154	ENSMUST00000154916.1	ENSMUST00000154916	ENSMUST00000154916						NA
H3K9me3_i71_peak_2514	chr18	41875149	41875502	+	34	NA	promoter-TSS (ENSMUST00000235677.1)	-promoter-TSS (ENSMUST00000235677.1)	-491	ENSMUST00000235677.1	ENSMUST00000235677	ENSMUST00000235677						NA
H3K9me3_i71_peak_3278	chr4	62141785	62142488	+	34	NA	Intergenic	Intergenic	8727	ENSMUST00000077719.3	ENSMUST00000077719	ENSMUST00000077719						NA
H3K9me3_i71_peak_3237	chr4	5763059	5763894	+	34	NA	intron (ENSMUST00000126564.7, intron 2 of 4)	-intron (ENSMUST00000054857.12, intron 2 of 2)	-9403	ENSMUST00000171403.1	ENSMUST00000171403	ENSMUST00000171403						NA
H3K9me3_i71_peak_3010	chr3	5665340	5665631	+	34	NA	Intergenic	Intergenic	-85321	ENSMUST00000192045.1	ENSMUST00000192045	ENSMUST00000192045						NA
H3K9me3_i71_peak_1724	chr15	37888150	37888505	+	34	NA	Intergenic	Intergenic	11389	ENSMUST00000226812.1	ENSMUST00000226812	ENSMUST00000226812						NA
H3K9me3_i71_peak_1565	chr13	113917354	113918403	+	34	NA	intron (ENSMUST00000224858.1, intron 2 of 5)	-intron (ENSMUST00000091201.6, intron 1 of 4)	123256	ENSMUST00000224068.1	ENSMUST00000224068	ENSMUST00000224068						NA
H3K9me3_i71_peak_3675	chr5	86613853	86614558	+	34	NA	intron (ENSMUST00000173259.1, intron 1 of 1)	-intron (ENSMUST00000116553.8, intron 1 of 10)	18178	ENSMUST00000173259.1	ENSMUST00000173259	ENSMUST00000173259						NA
H3K9me3_i71_peak_2180	chr17	39253327	39253634	+	34	NA	intron (ENSMUST00000233623.1, intron 1 of 1)	-intron (ENSMUST00000233623.1, intron 1 of 1)	725	ENSMUST00000233623.1	ENSMUST00000233623	ENSMUST00000233623						NA
H3K9me3_i71_peak_3849	chr5	109937216	109937473	+	34	NA	intron (ENSMUST00000146564.1, intron 1 of 2)	-intron (ENSMUST00000112544.7, intron 1 of 3)	-3082	ENSMUST00000170826.1	ENSMUST00000170826	ENSMUST00000170826						NA
H3K9me3_i71_peak_587	chr10	83410854	83412698	+	34	NA	exon (ENSMUST00000020488.8, exon 4 of 4)	-exon (ENSMUST00000020488.8, exon 4 of 4)	51555	ENSMUST00000020488.8	ENSMUST00000020488	ENSMUST00000020488						NA
H3K9me3_i71_peak_311	chr1	179434831	179435960	+	34	NA	intron (ENSMUST00000128302.7, intron 1 of 11)	-intron (ENSMUST00000111134.1, intron 1 of 5)	-29976	ENSMUST00000125756.1	ENSMUST00000125756	ENSMUST00000125756						NA
H3K9me3_i71_peak_1498	chr13	74452059	74452849	+	34	NA	intron (ENSMUST00000221869.1, intron 1 of 3)	-intron (ENSMUST00000099446.4, intron 1 of 3)	-8460	ENSMUST00000223312.1	ENSMUST00000223312	ENSMUST00000223312						NA
H3K9me3_i71_peak_4582	chr7	123713706	123713916	+	34	NA	Intergenic	Intergenic	-213362	ENSMUST00000042470.13	ENSMUST00000042470	ENSMUST00000042470						NA
H3K9me3_i71_peak_897	chr11	116736047	116736471	+	34	NA	Intergenic	Intergenic	13574	ENSMUST00000106377.2	ENSMUST00000106377	ENSMUST00000106377						NA
H3K9me3_i71_peak_769	chr11	50472852	50473070	+	34	NA	Intergenic	Intergenic	38216	ENSMUST00000158741.1	ENSMUST00000158741	ENSMUST00000158741						NA
H3K9me3_i71_peak_2536	chr18	56186720	56187491	+	34	NA	Intergenic	Intergenic	-5894	ENSMUST00000157815.1	ENSMUST00000157815	ENSMUST00000157815						NA
H3K9me3_i71_peak_2993	chr2	180642992	180643966	+	34	NA	promoter-TSS (ENSMUST00000037877.10)	-promoter-TSS (ENSMUST00000037877.10)	-771	ENSMUST00000037877.10	ENSMUST00000037877	ENSMUST00000037877						NA
H3K9me3_i71_peak_3684	chr5	96050194	96050833	+	34	NA	Intergenic	Intergenic	36420	ENSMUST00000152490.7	ENSMUST00000152490	ENSMUST00000152490						NA
H3K9me3_i71_peak_623	chr10	90289843	90290196	+	34	NA	intron (ENSMUST00000183156.7, intron 10 of 25)	-intron (ENSMUST00000099368.10, intron 10 of 17)	-155202	ENSMUST00000217774.1	ENSMUST00000217774	ENSMUST00000217774						NA
H3K9me3_i71_peak_5009	chr9	22265813	22266429	+	34	NA	Intergenic	Intergenic	6019	ENSMUST00000216780.1	ENSMUST00000216780	ENSMUST00000216780						NA
H3K9me3_i71_peak_2399	chr18	24000566	24001432	+	34	NA	intron (ENSMUST00000074941.7, intron 2 of 2)	-intron (ENSMUST00000074941.7, intron 2 of 2)	11367	ENSMUST00000074941.7	ENSMUST00000074941	ENSMUST00000074941						NA
H3K9me3_i71_peak_2605	chr18	74366201	74367236	+	34	NA	Intergenic	Intergenic	17732	ENSMUST00000177407.1	ENSMUST00000177407	ENSMUST00000177407						NA
H3K9me3_i71_peak_2259	chr17	83495283	83495522	+	34	NA	Intergenic	Intergenic	9104	ENSMUST00000235085.1	ENSMUST00000235085	ENSMUST00000235085						NA
H3K9me3_i71_peak_2489	chr18	37660373	37660776	+	34	NA	exon (ENSMUST00000192137.1, exon 1 of 1)	-exon (ENSMUST00000192137.1, exon 1 of 1)	-1219	ENSMUST00000194190.1	ENSMUST00000194190	ENSMUST00000194190						NA
H3K9me3_i71_peak_761	chr11	47418636	47419228	+	34	NA	intron (ENSMUST00000154578.7, intron 2 of 2)	-intron (ENSMUST00000109220.7, intron 1 of 6)	-39410	ENSMUST00000077221.5	ENSMUST00000077221	ENSMUST00000077221						NA
H3K9me3_i71_peak_1898	chr16	93476187	93476768	+	34	NA	intron (ENSMUST00000231757.1, intron 1 of 1)	-intron (ENSMUST00000231757.1, intron 1 of 1)	10597	ENSMUST00000231757.1	ENSMUST00000231757	ENSMUST00000231757						NA
H3K9me3_i71_peak_2847	chr2	134322093	134322451	+	34	NA	Intergenic	Intergenic	232035	ENSMUST00000140794.1	ENSMUST00000140794	ENSMUST00000140794						NA
H3K9me3_i71_peak_23	chr1	7353414	7353783	+	34	NA	intron (ENSMUST00000181554.1, intron 1 of 2)	-intron (ENSMUST00000181554.1, intron 1 of 2)	27791	ENSMUST00000193428.1	ENSMUST00000193428	ENSMUST00000193428						NA
H3K9me3_i71_peak_2753	chr2	70437490	70438111	+	34	NA	Intergenic	Intergenic	-21182	ENSMUST00000140507.1	ENSMUST00000140507	ENSMUST00000140507						NA
H3K9me3_i71_peak_3321	chr4	106152571	106153316	+	34	NA	Intergenic	Intergenic	-15165	ENSMUST00000121815.1	ENSMUST00000121815	ENSMUST00000121815						NA
H3K9me3_i71_peak_5228	chrX	21031721	21032661	+	34	NA	intron (ENSMUST00000133186.1, intron 4 of 4)	-intron (ENSMUST00000040628.5, intron 4 of 4)	29795	ENSMUST00000040628.5	ENSMUST00000040628	ENSMUST00000040628						NA
H3K9me3_i71_peak_5018	chr9	22286073	22286496	+	34	NA	intron (ENSMUST00000215202.1, intron 4 of 6)	-intron (ENSMUST00000086278.6, intron 4 of 7)	-2381	ENSMUST00000214499.1	ENSMUST00000214499	ENSMUST00000214499						NA
H3K9me3_i71_peak_1152	chr12	88195612	88196811	+	34	NA	Intergenic	Intergenic	-14103	ENSMUST00000220521.1	ENSMUST00000220521	ENSMUST00000220521						NA
H3K9me3_i71_peak_2775	chr2	76739498	76740785	+	34	NA	exon (ENSMUST00000011934.12, exon 154 of 191)	-exon (ENSMUST00000011934.12, exon 154 of 191)	17365	ENSMUST00000156809.1	ENSMUST00000156809	ENSMUST00000156809						NA
H3K9me3_i71_peak_4694	chr8	48418886	48419437	+	34	NA	intron (ENSMUST00000190840.7, intron 2 of 26)	-intron (ENSMUST00000033965.13, intron 2 of 28)	-119062	ENSMUST00000145344.1	ENSMUST00000145344	ENSMUST00000145344						NA
H3K9me3_i71_peak_4828	chr8	112482604	112483237	+	34	NA	Intergenic	Intergenic	86655	ENSMUST00000182027.1	ENSMUST00000182027	ENSMUST00000182027						NA
H3K9me3_i71_peak_5148	chr9	117944167	117944760	+	34	NA	intron (ENSMUST00000187803.2, intron 4 of 8)	-intron (ENSMUST00000111769.10, intron 5 of 9)	-54873	ENSMUST00000104810.2	ENSMUST00000104810	ENSMUST00000104810						NA
H3K9me3_i71_peak_2659	chr19	47768000	47768337	+	34	NA	intron (ENSMUST00000160247.2, intron 22 of 37)	-intron (ENSMUST00000160247.2, intron 22 of 37)	-4580	ENSMUST00000159999.1	ENSMUST00000159999	ENSMUST00000159999						NA
H3K9me3_i71_peak_3795	chr5	109675488	109677064	+	34	NA	exon (ENSMUST00000092720.3, exon 4 of 4)	-exon (ENSMUST00000092720.3, exon 4 of 4)	14765	ENSMUST00000092720.3	ENSMUST00000092720	ENSMUST00000092720						NA
