PeakID (cmd=annotatePeaks.pl overlapped_H3K27ac.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K27ac_i73_peak_6612	chr4	46555865	46556160	+	41	NA	intron (ENSMUST00000139179.1, intron 2 of 7)	-intron (ENSMUST00000030021.13, intron 3 of 12)	10428	ENSMUST00000030021.13	ENSMUST00000030021	ENSMUST00000030021						NA
H3K27ac_i73_peak_530	chr1	171439681	171440111	+	41	NA	intron (ENSMUST00000144497.1, intron 1 of 2)	-intron (ENSMUST00000043839.4, intron 1 of 9)	2317	ENSMUST00000144497.1	ENSMUST00000144497	ENSMUST00000144497						NA
H3K27ac_i73_peak_6850	chr4	119125479	119126204	+	41	NA	intron (ENSMUST00000174372.2, intron 2 of 8)	-intron (ENSMUST00000030398.9, intron 2 of 9)	-3938	ENSMUST00000157927.1	ENSMUST00000157927	ENSMUST00000157927						NA
H3K27ac_i73_peak_4239	chr17	31982409	31983038	+	41	NA	intron (ENSMUST00000237527.1, intron 3 of 3)	-intron (ENSMUST00000002145.11, intron 7 of 7)	32189	ENSMUST00000171455.2	ENSMUST00000171455	ENSMUST00000171455						NA
H3K27ac_i73_peak_6998	chr4	139253299	139253692	+	41	NA	intron (ENSMUST00000150077.1, intron 2 of 9)	-intron (ENSMUST00000030518.15, intron 2 of 8)	20112	ENSMUST00000042675.8	ENSMUST00000042675	ENSMUST00000042675						NA
H3K27ac_i73_peak_829	chr10	68446686	68447016	+	41	NA	intron (ENSMUST00000166919.3, intron 3 of 5)	-intron (ENSMUST00000020103.8, intron 5 of 7)	78916	ENSMUST00000166919.3	ENSMUST00000166919	ENSMUST00000166919						NA
H3K27ac_i73_peak_6265	chr3	94372703	94373264	+	41	NA	intron (ENSMUST00000029795.9, intron 1 of 10)	-intron (ENSMUST00000029795.9, intron 1 of 10)	189	ENSMUST00000029795.9	ENSMUST00000029795	ENSMUST00000029795						NA
H3K27ac_i73_peak_3301	chr15	59775781	59775980	+	41	NA	Intergenic	Intergenic	19079	ENSMUST00000228865.1	ENSMUST00000228865	ENSMUST00000228865						NA
H3K27ac_i73_peak_6148	chr3	53463108	53463685	+	41	NA	promoter-TSS (ENSMUST00000056749.13)	-promoter-TSS (ENSMUST00000056749.13)	-64	ENSMUST00000056749.13	ENSMUST00000056749	ENSMUST00000056749						NA
H3K27ac_i73_peak_3505	chr15	81522846	81523418	+	41	NA	Intergenic	Intergenic	-23587	ENSMUST00000172270.2	ENSMUST00000172270	ENSMUST00000172270						NA
H3K27ac_i73_peak_5905	chr2	162986957	162987617	+	41	NA	promoter-TSS (ENSMUST00000018012.13)	-promoter-TSS (ENSMUST00000018012.13)	-43	ENSMUST00000018012.13	ENSMUST00000018012	ENSMUST00000018012						NA
H3K27ac_i73_peak_9864	chr9	35110589	35110796	+	40	NA	intron (ENSMUST00000215089.1, intron 2 of 6)	-intron (ENSMUST00000034537.7, intron 1 of 10)	-4025	ENSMUST00000216557.1	ENSMUST00000216557	ENSMUST00000216557						NA
H3K27ac_i73_peak_6676	chr4	62635173	62635415	+	40	NA	intron (ENSMUST00000144489.7, intron 1 of 9)	-intron (ENSMUST00000065870.13, intron 16 of 19)	916	ENSMUST00000144489.7	ENSMUST00000144489	ENSMUST00000144489						NA
H3K27ac_i73_peak_8812	chr7	80130206	80130608	+	40	NA	Intergenic	Intergenic	-15015	ENSMUST00000107384.9	ENSMUST00000107384	ENSMUST00000107384						NA
H3K27ac_i73_peak_1243	chr11	7151857	7152140	+	40	NA	intron (ENSMUST00000020706.4, intron 14 of 19)	-intron (ENSMUST00000020706.4, intron 14 of 19)	-7884	ENSMUST00000135398.1	ENSMUST00000135398	ENSMUST00000135398						NA
H3K27ac_i73_peak_7228	chr5	28070262	28070918	+	40	NA	promoter-TSS (ENSMUST00000059155.10)	-promoter-TSS (ENSMUST00000059155.10)	515	ENSMUST00000180740.1	ENSMUST00000180740	ENSMUST00000180740						NA
H3K27ac_i73_peak_3417	chr15	77836120	77836545	+	40	NA	intron (ENSMUST00000134878.1, intron 1 of 2)	-intron (ENSMUST00000016771.12, intron 1 of 40)	4424	ENSMUST00000122548.1	ENSMUST00000122548	ENSMUST00000122548						NA
H3K27ac_i73_peak_4283	chr17	35699744	35700211	+	40	NA	promoter-TSS (ENSMUST00000177607.1)	-promoter-TSS (ENSMUST00000177607.1)	575	ENSMUST00000155957.7	ENSMUST00000155957	ENSMUST00000155957						NA
H3K27ac_i73_peak_3934	chr16	34938375	34938710	+	40	NA	intron (ENSMUST00000187558.1, intron 1 of 2)	-intron (ENSMUST00000023538.8, intron 17 of 31)	787	ENSMUST00000187558.1	ENSMUST00000187558	ENSMUST00000187558						NA
H3K27ac_i73_peak_6786	chr4	108069655	108069857	+	40	NA	intron (ENSMUST00000135379.7, intron 6 of 9)	-intron (ENSMUST00000030340.14, intron 12 of 15)	1607	ENSMUST00000122878.7	ENSMUST00000122878	ENSMUST00000122878						NA
H3K27ac_i73_peak_5064	chr19	29125901	29126536	+	40	NA	intron (ENSMUST00000235900.1, intron 5 of 8)	-intron (ENSMUST00000064393.5, intron 5 of 8)	-9061	ENSMUST00000083622.1	ENSMUST00000083622	ENSMUST00000083622						NA
H3K27ac_i73_peak_3243	chr15	55266109	55266465	+	40	NA	Intergenic	Intergenic	-3684	ENSMUST00000179457.1	ENSMUST00000179457	ENSMUST00000179457						NA
H3K27ac_i73_peak_6518	chr4	11155859	11156208	+	40	NA	promoter-TSS (ENSMUST00000029865.3)	-promoter-TSS (ENSMUST00000029865.3)	-398	ENSMUST00000029865.3	ENSMUST00000029865	ENSMUST00000029865						NA
H3K27ac_i73_peak_1035	chr10	94147880	94148524	+	40	NA	promoter-TSS (ENSMUST00000092213.10)	-promoter-TSS (ENSMUST00000092213.10)	179	ENSMUST00000105290.8	ENSMUST00000105290	ENSMUST00000105290						NA
H3K27ac_i73_peak_9001	chr7	118250808	118251047	+	40	NA	Intergenic	Intergenic	7062	ENSMUST00000138180.1	ENSMUST00000138180	ENSMUST00000138180						NA
H3K27ac_i73_peak_9296	chr8	35211945	35212432	+	40	NA	Intergenic	Intergenic	-6450	ENSMUST00000209645.1	ENSMUST00000209645	ENSMUST00000209645						NA
H3K27ac_i73_peak_7816	chr6	31145775	31145998	+	40	NA	exon (ENSMUST00000195025.1, exon 1 of 1)	-exon (ENSMUST00000195025.1, exon 1 of 1)	1533	ENSMUST00000195025.1	ENSMUST00000195025	ENSMUST00000195025						NA
H3K27ac_i73_peak_1391	chr11	52360167	52361287	+	40	NA	promoter-TSS (ENSMUST00000102758.7)	-promoter-TSS (ENSMUST00000102758.7)	-133	ENSMUST00000102758.7	ENSMUST00000102758	ENSMUST00000102758						NA
H3K27ac_i73_peak_5614	chr2	90579562	90579878	+	40	NA	intron (ENSMUST00000168621.2, intron 1 of 23)	-intron (ENSMUST00000168621.2, intron 1 of 23)	927	ENSMUST00000168621.2	ENSMUST00000168621	ENSMUST00000168621						NA
H3K27ac_i73_peak_5514	chr2	38536485	38537343	+	40	NA	intron (ENSMUST00000151683.7, intron 2 of 3)	-intron (ENSMUST00000054234.9, intron 1 of 9)	-1207	ENSMUST00000204769.1	ENSMUST00000204769	ENSMUST00000204769						NA
H3K27ac_i73_peak_9138	chr7	141217139	141217723	+	40	NA	promoter-TSS (ENSMUST00000209760.1)	-promoter-TSS (ENSMUST00000209760.1)	-207	ENSMUST00000209760.1	ENSMUST00000209760	ENSMUST00000209760						NA
H3K27ac_i73_peak_6279	chr3	95277340	95277606	+	40	NA	intron (ENSMUST00000015855.7, intron 1 of 7)	-intron (ENSMUST00000015855.7, intron 1 of 7)	-3872	ENSMUST00000152640.1	ENSMUST00000152640	ENSMUST00000152640						NA
H3K27ac_i73_peak_5268	chr2	11705194	11706359	+	40	NA	promoter-TSS (ENSMUST00000078834.11)	-promoter-TSS (ENSMUST00000078834.11)	-1	ENSMUST00000078834.11	ENSMUST00000078834	ENSMUST00000078834						NA
H3K27ac_i73_peak_8198	chr6	114892138	114893035	+	40	NA	intron (ENSMUST00000147639.7, intron 2 of 5)	-intron (ENSMUST00000032459.13, intron 1 of 4)	-17479	ENSMUST00000152710.7	ENSMUST00000152710	ENSMUST00000152710						NA
H3K27ac_i73_peak_4291	chr17	37270851	37271158	+	40	NA	exon (ENSMUST00000038580.6, exon 3 of 8)	-exon (ENSMUST00000038580.6, exon 3 of 8)	784	ENSMUST00000038580.6	ENSMUST00000038580	ENSMUST00000038580						NA
H3K27ac_i73_peak_7000	chr4	139336907	139337376	+	40	NA	promoter-TSS (ENSMUST00000239093.1)	-promoter-TSS (ENSMUST00000239093.1)	39	ENSMUST00000239093.1	ENSMUST00000239093	ENSMUST00000239093						NA
H3K27ac_i73_peak_8640	chr7	38217389	38218094	+	40	NA	exon (ENSMUST00000098513.5, exon 2 of 2)	-exon (ENSMUST00000098513.5, exon 2 of 2)	10275	ENSMUST00000098513.5	ENSMUST00000098513	ENSMUST00000098513						NA
H3K27ac_i73_peak_1721	chr11	97805942	97806285	+	40	NA	promoter-TSS (ENSMUST00000138919.1)	-promoter-TSS (ENSMUST00000138919.1)	-197	ENSMUST00000138919.1	ENSMUST00000138919	ENSMUST00000138919						NA
H3K27ac_i73_peak_5512	chr2	38533061	38533560	+	40	NA	exon (ENSMUST00000204769.1, exon 1 of 1)	-exon (ENSMUST00000204769.1, exon 1 of 1)	2397	ENSMUST00000204769.1	ENSMUST00000204769	ENSMUST00000204769						NA
H3K27ac_i73_peak_6473	chr3	138409128	138409348	+	40	NA	Intergenic	Intergenic	-6228	ENSMUST00000162260.1	ENSMUST00000162260	ENSMUST00000162260						NA
H3K27ac_i73_peak_5493	chr2	35336975	35337346	+	40	NA	promoter-TSS (ENSMUST00000028241.6)	-promoter-TSS (ENSMUST00000028241.6)	-184	ENSMUST00000028241.6	ENSMUST00000028241	ENSMUST00000028241						NA
H3K27ac_i73_peak_9858	chr9	32005373	32005748	+	40	NA	promoter-TSS (ENSMUST00000216368.1)	-promoter-TSS (ENSMUST00000216368.1)	-100	ENSMUST00000216368.1	ENSMUST00000216368	ENSMUST00000216368						NA
H3K27ac_i73_peak_6911	chr4	132973716	132974457	+	40	NA	promoter-TSS (ENSMUST00000030693.12)	-promoter-TSS (ENSMUST00000030693.12)	-9	ENSMUST00000124451.1	ENSMUST00000124451	ENSMUST00000124451						NA
H3K27ac_i73_peak_7489	chr5	113985845	113986244	+	40	NA	intron (ENSMUST00000162322.1, intron 2 of 3)	-intron (ENSMUST00000077689.13, intron 1 of 13)	3699	ENSMUST00000077689.13	ENSMUST00000077689	ENSMUST00000077689						NA
H3K27ac_i73_peak_8638	chr7	38186855	38187185	+	40	NA	intron (ENSMUST00000179503.2, intron 1 of 2)	-intron (ENSMUST00000067854.9, intron 1 of 3)	749	ENSMUST00000179503.2	ENSMUST00000179503	ENSMUST00000179503						NA
H3K27ac_i73_peak_2596	chr13	60608585	60608943	+	40	NA	intron (ENSMUST00000226059.1, intron 2 of 26)	-intron (ENSMUST00000044083.8, intron 2 of 26)	6532	ENSMUST00000225632.1	ENSMUST00000225632	ENSMUST00000225632						NA
H3K27ac_i73_peak_7830	chr6	34720529	34720749	+	40	NA	intron (ENSMUST00000149009.7, intron 1 of 12)	-intron (ENSMUST00000031775.12, intron 1 of 12)	6266	ENSMUST00000075773.2	ENSMUST00000075773	ENSMUST00000075773						NA
H3K27ac_i73_peak_8740	chr7	65804762	65805384	+	40	NA	exon (ENSMUST00000185464.1, exon 1 of 1)	-exon (ENSMUST00000185464.1, exon 1 of 1)	1042	ENSMUST00000185464.1	ENSMUST00000185464	ENSMUST00000185464						NA
H3K27ac_i73_peak_596	chr1	182499595	182499811	+	40	NA	intron (ENSMUST00000068505.9, intron 2 of 20)	-intron (ENSMUST00000068505.9, intron 2 of 20)	5547	ENSMUST00000192742.1	ENSMUST00000192742	ENSMUST00000192742						NA
H3K27ac_i73_peak_1353	chr11	49266008	49266481	+	40	NA	Intergenic	Intergenic	10000	ENSMUST00000135314.1	ENSMUST00000135314	ENSMUST00000135314						NA
H3K27ac_i73_peak_9464	chr8	84979619	84980644	+	40	NA	Intergenic	Intergenic	-1413	ENSMUST00000064922.6	ENSMUST00000064922	ENSMUST00000064922						NA
H3K27ac_i73_peak_661	chr1	191639329	191640775	+	40	NA	Intergenic	Intergenic	42405	ENSMUST00000194205.1	ENSMUST00000194205	ENSMUST00000194205						NA
H3K27ac_i73_peak_5714	chr2	122148515	122148820	+	40	NA	intron (ENSMUST00000102476.4, intron 1 of 3)	-intron (ENSMUST00000028665.4, intron 2 of 17)	981	ENSMUST00000102476.4	ENSMUST00000102476	ENSMUST00000102476						NA
H3K27ac_i73_peak_4041	chr16	94518837	94519454	+	40	NA	intron (ENSMUST00000142988.1, intron 1 of 1)	-intron (ENSMUST00000023615.6, intron 1 of 7)	7249	ENSMUST00000125229.8	ENSMUST00000125229	ENSMUST00000125229						NA
H3K27ac_i73_peak_7001	chr4	139373183	139373458	+	40	NA	intron (ENSMUST00000179784.8, intron 21 of 23)	-intron (ENSMUST00000042096.14, intron 20 of 22)	-7339	ENSMUST00000165860.7	ENSMUST00000165860	ENSMUST00000165860						NA
H3K27ac_i73_peak_6923	chr4	133131076	133131461	+	40	NA	intron (ENSMUST00000084241.11, intron 1 of 8)	-intron (ENSMUST00000084241.11, intron 1 of 8)	639	ENSMUST00000136132.1	ENSMUST00000136132	ENSMUST00000136132						NA
H3K27ac_i73_peak_7669	chr5	139346495	139346967	+	40	NA	intron (ENSMUST00000198966.4, intron 1 of 2)	-intron (ENSMUST00000198966.4, intron 1 of 2)	-1498	ENSMUST00000049630.12	ENSMUST00000049630	ENSMUST00000049630						NA
H3K27ac_i73_peak_2368	chr12	111537525	111537996	+	40	NA	promoter-TSS (ENSMUST00000166123.8)	-promoter-TSS (ENSMUST00000166123.8)	-256	ENSMUST00000166123.8	ENSMUST00000166123	ENSMUST00000166123						NA
H3K27ac_i73_peak_1837	chr11	106976304	106976826	+	40	NA	Intergenic	Intergenic	-3475	ENSMUST00000150366.1	ENSMUST00000150366	ENSMUST00000150366						NA
H3K27ac_i73_peak_7626	chr5	134985558	134988144	+	40	NA	TTS (ENSMUST00000148729.7)	-TTS (ENSMUST00000148729.7)	637	ENSMUST00000094245.3	ENSMUST00000094245	ENSMUST00000094245						NA
H3K27ac_i73_peak_10082	chr9	67024647	67025112	+	40	NA	intron (ENSMUST00000113693.7, intron 8 of 8)	-intron (ENSMUST00000034928.11, intron 9 of 9)	7946	ENSMUST00000156899.1	ENSMUST00000156899	ENSMUST00000156899						NA
H3K27ac_i73_peak_4953	chr19	4593809	4594522	+	40	NA	promoter-TSS (ENSMUST00000113825.3)	-promoter-TSS (ENSMUST00000113825.3)	-181	ENSMUST00000113825.3	ENSMUST00000113825	ENSMUST00000113825						NA
H3K27ac_i73_peak_9928	chr9	44400327	44400649	+	40	NA	promoter-TSS (ENSMUST00000184353.1)	-promoter-TSS (ENSMUST00000184353.1)	65	ENSMUST00000184353.1	ENSMUST00000184353	ENSMUST00000184353						NA
H3K27ac_i73_peak_9772	chr8	126844722	126845312	+	40	NA	intron (ENSMUST00000212639.1, intron 1 of 4)	-intron (ENSMUST00000212406.1, intron 1 of 8)	5784	ENSMUST00000212914.1	ENSMUST00000212914	ENSMUST00000212914						NA
H3K27ac_i73_peak_2561	chr13	52061109	52061717	+	40	NA	Intergenic	Intergenic	35229	ENSMUST00000222306.1	ENSMUST00000222306	ENSMUST00000222306						NA
H3K27ac_i73_peak_200	chr1	87327503	87327786	+	40	NA	exon (ENSMUST00000187038.1, exon 1 of 1)	-exon (ENSMUST00000187038.1, exon 1 of 1)	578	ENSMUST00000173173.7	ENSMUST00000173173	ENSMUST00000173173						NA
H3K27ac_i73_peak_1164	chr10	127880135	127880402	+	40	NA	Intergenic	Intergenic	8062	ENSMUST00000130374.1	ENSMUST00000130374	ENSMUST00000130374						NA
H3K27ac_i73_peak_2146	chr12	51828834	51829515	+	40	NA	intron (ENSMUST00000217804.1, intron 1 of 1)	-intron (ENSMUST00000042052.8, intron 1 of 42)	144	ENSMUST00000217804.1	ENSMUST00000217804	ENSMUST00000217804						NA
H3K27ac_i73_peak_584	chr1	181232266	181232853	+	40	NA	Intergenic	Intergenic	6483	ENSMUST00000066988.1	ENSMUST00000066988	ENSMUST00000066988						NA
H3K27ac_i73_peak_9766	chr8	126833114	126834071	+	40	NA	intron (ENSMUST00000212406.1, intron 4 of 8)	-intron (ENSMUST00000212406.1, intron 4 of 8)	-5641	ENSMUST00000212914.1	ENSMUST00000212914	ENSMUST00000212914						NA
H3K27ac_i73_peak_115	chr1	73931776	73932013	+	40	NA	intron (ENSMUST00000191104.6, intron 22 of 32)	-intron (ENSMUST00000169786.7, intron 24 of 34)	-1083	ENSMUST00000185264.6	ENSMUST00000185264	ENSMUST00000185264						NA
H3K27ac_i73_peak_1440	chr11	58955026	58955253	+	40	NA	promoter-TSS (ENSMUST00000117558.1)	-promoter-TSS (ENSMUST00000117558.1)	-19	ENSMUST00000198018.1	ENSMUST00000198018	ENSMUST00000198018						NA
H3K27ac_i73_peak_2864	chr14	29978444	29978912	+	40	NA	exon (ENSMUST00000224343.1, exon 1 of 1)	-exon (ENSMUST00000224343.1, exon 1 of 1)	260	ENSMUST00000224797.1	ENSMUST00000224797	ENSMUST00000224797						NA
H3K27ac_i73_peak_7045	chr4	141867508	141867777	+	40	NA	intron (ENSMUST00000036854.3, intron 1 of 3)	-intron (ENSMUST00000036854.3, intron 1 of 3)	7278	ENSMUST00000036854.3	ENSMUST00000036854	ENSMUST00000036854						NA
H3K27ac_i73_peak_7626-2	chr5	134985558	134988144	+	40	NA	TTS (ENSMUST00000148729.7)	-TTS (ENSMUST00000148729.7)	637	ENSMUST00000094245.3	ENSMUST00000094245	ENSMUST00000094245						NA
H3K27ac_i73_peak_483	chr1	162864831	162865146	+	40	NA	intron (ENSMUST00000046049.13, intron 1 of 8)	-intron (ENSMUST00000046049.13, intron 1 of 8)	1622	ENSMUST00000046049.13	ENSMUST00000046049	ENSMUST00000046049						NA
H3K27ac_i73_peak_904	chr10	80069355	80069713	+	40	NA	exon (ENSMUST00000217972.1, exon 4 of 15)	-exon (ENSMUST00000217972.1, exon 4 of 15)	5866	ENSMUST00000218310.1	ENSMUST00000218310	ENSMUST00000218310						NA
H3K27ac_i73_peak_2544	chr13	48926959	48927211	+	40	NA	intron (ENSMUST00000060805.6, intron 5 of 17)	-intron (ENSMUST00000060805.6, intron 5 of 17)	40932	ENSMUST00000060805.6	ENSMUST00000060805	ENSMUST00000060805						NA
H3K27ac_i73_peak_9690	chr8	121944872	121945373	+	40	NA	promoter-TSS (ENSMUST00000057653.7)	-promoter-TSS (ENSMUST00000057653.7)	-218	ENSMUST00000057653.7	ENSMUST00000057653	ENSMUST00000057653						NA
H3K27ac_i73_peak_4435	chr17	71089432	71090697	+	40	NA	intron (ENSMUST00000233653.1, intron 2 of 2)	-intron (ENSMUST00000024847.13, intron 20 of 36)	3668	ENSMUST00000233653.1	ENSMUST00000233653	ENSMUST00000233653						NA
H3K27ac_i73_peak_566	chr1	180221068	180221351	+	40	NA	Intergenic	Intergenic	8359	ENSMUST00000193897.1	ENSMUST00000193897	ENSMUST00000193897						NA
H3K27ac_i73_peak_5001	chr19	7136567	7137200	+	40	NA	intron (ENSMUST00000040261.6, intron 3 of 10)	-intron (ENSMUST00000040261.6, intron 3 of 10)	-31154	ENSMUST00000113383.3	ENSMUST00000113383	ENSMUST00000113383						NA
H3K27ac_i73_peak_1952	chr11	117338418	117339051	+	40	NA	intron (ENSMUST00000155331.7, intron 1 of 8)	-intron (ENSMUST00000019038.14, intron 2 of 10)	6306	ENSMUST00000155331.7	ENSMUST00000155331	ENSMUST00000155331						NA
H3K27ac_i73_peak_343	chr1	131972555	131973308	+	40	NA	intron (ENSMUST00000027695.7, intron 1 of 4)	-intron (ENSMUST00000027695.7, intron 1 of 4)	2322	ENSMUST00000027695.7	ENSMUST00000027695	ENSMUST00000027695						NA
H3K27ac_i73_peak_6779	chr4	107247222	107247569	+	40	NA	TTS (ENSMUST00000156771.1)	-TTS (ENSMUST00000156771.1)	-3868	ENSMUST00000137837.1	ENSMUST00000137837	ENSMUST00000137837						NA
H3K27ac_i73_peak_5077	chr19	32627304	32627519	+	40	NA	intron (ENSMUST00000236290.1, intron 1 of 11)	-intron (ENSMUST00000025833.6, intron 1 of 12)	7406	ENSMUST00000236290.1	ENSMUST00000236290	ENSMUST00000236290						NA
H3K27ac_i73_peak_3149	chr15	10375509	10375724	+	40	NA	intron (ENSMUST00000110542.7, intron 3 of 13)	-intron (ENSMUST00000022858.7, intron 3 of 13)	17037	ENSMUST00000022858.7	ENSMUST00000022858	ENSMUST00000022858						NA
H3K27ac_i73_peak_3226	chr15	39857028	39857563	+	40	NA	exon (ENSMUST00000022915.10, exon 1 of 10)	-exon (ENSMUST00000022915.10, exon 1 of 10)	172	ENSMUST00000022915.10	ENSMUST00000022915	ENSMUST00000022915						NA
H3K27ac_i73_peak_6609	chr4	46529666	46530157	+	40	NA	intron (ENSMUST00000184112.7, intron 2 of 4)	-intron (ENSMUST00000046897.12, intron 2 of 5)	4503	ENSMUST00000136978.7	ENSMUST00000136978	ENSMUST00000136978						NA
H3K27ac_i73_peak_10253	chr9	107618622	107619982	+	40	NA	TTS (ENSMUST00000192837.1)	-TTS (ENSMUST00000192837.1)	1646	ENSMUST00000195762.1	ENSMUST00000195762	ENSMUST00000195762						NA
H3K27ac_i73_peak_2135	chr12	33314065	33314531	+	40	NA	promoter-TSS (ENSMUST00000133549.7)	-promoter-TSS (ENSMUST00000133549.7)	9	ENSMUST00000144586.1	ENSMUST00000144586	ENSMUST00000144586						NA
H3K27ac_i73_peak_2552	chr13	49213543	49213929	+	40	NA	intron (ENSMUST00000222733.1, intron 1 of 4)	-intron (ENSMUST00000048946.6, intron 1 of 5)	2124	ENSMUST00000221443.1	ENSMUST00000221443	ENSMUST00000221443						NA
H3K27ac_i73_peak_5720	chr2	126553436	126553852	+	40	NA	promoter-TSS (ENSMUST00000126249.1)	-promoter-TSS (ENSMUST00000126249.1)	54	ENSMUST00000126249.1	ENSMUST00000126249	ENSMUST00000126249						NA
H3K27ac_i73_peak_10144	chr9	78521054	78521286	+	40	NA	intron (ENSMUST00000214586.1, intron 1 of 1)	-intron (ENSMUST00000214586.1, intron 1 of 1)	624	ENSMUST00000214586.1	ENSMUST00000214586	ENSMUST00000214586						NA
H3K27ac_i73_peak_5665	chr2	103482895	103483285	+	40	NA	intron (ENSMUST00000111168.3, intron 1 of 5)	-intron (ENSMUST00000028610.9, intron 1 of 12)	2035	ENSMUST00000111168.3	ENSMUST00000111168	ENSMUST00000111168						NA
H3K27ac_i73_peak_8003	chr6	82043719	82044229	+	40	NA	intron (ENSMUST00000042974.14, intron 1 of 2)	-intron (ENSMUST00000042974.14, intron 1 of 2)	2286	ENSMUST00000150691.1	ENSMUST00000150691	ENSMUST00000150691						NA
H3K27ac_i73_peak_7761	chr5	148977809	148978266	+	40	NA	intron (ENSMUST00000202229.1, intron 1 of 1)	-intron (ENSMUST00000133694.1, intron 1 of 1)	3056	ENSMUST00000134031.1	ENSMUST00000134031	ENSMUST00000134031						NA
H3K27ac_i73_peak_5000	chr19	7134713	7135576	+	40	NA	intron (ENSMUST00000040261.6, intron 3 of 10)	-intron (ENSMUST00000040261.6, intron 3 of 10)	-29415	ENSMUST00000113383.3	ENSMUST00000113383	ENSMUST00000113383						NA
H3K27ac_i73_peak_5056	chr19	25097005	25097324	+	40	NA	intron (ENSMUST00000025831.7, intron 11 of 47)	-intron (ENSMUST00000025831.7, intron 11 of 47)	19250	ENSMUST00000236471.1	ENSMUST00000236471	ENSMUST00000236471						NA
H3K27ac_i73_peak_6826	chr4	117977923	117978926	+	40	NA	intron (ENSMUST00000146982.1, intron 1 of 2)	-intron (ENSMUST00000030263.8, intron 5 of 11)	3388	ENSMUST00000146982.1	ENSMUST00000146982	ENSMUST00000146982						NA
H3K27ac_i73_peak_5772	chr2	144165040	144165239	+	40	NA	intron (ENSMUST00000211068.1, intron 1 of 2)	-intron (ENSMUST00000210482.1, intron 2 of 3)	9225	ENSMUST00000210200.1	ENSMUST00000210200	ENSMUST00000210200						NA
H3K27ac_i73_peak_2396	chr12	113106885	113107334	+	40	NA	intron (ENSMUST00000130926.7, intron 1 of 20)	-intron (ENSMUST00000009099.12, intron 1 of 20)	8708	ENSMUST00000130926.7	ENSMUST00000130926	ENSMUST00000130926						NA
H3K27ac_i73_peak_631	chr1	190108458	190108880	+	40	NA	Intergenic	Intergenic	-60001	ENSMUST00000189880.1	ENSMUST00000189880	ENSMUST00000189880						NA
H3K27ac_i73_peak_3902	chr16	30969585	30970222	+	40	NA	exon (ENSMUST00000123905.1, exon 2 of 2)	-exon (ENSMUST00000123905.1, exon 2 of 2)	3615	ENSMUST00000123905.1	ENSMUST00000123905	ENSMUST00000123905						NA
H3K27ac_i73_peak_850	chr10	75411179	75411543	+	40	NA	intron (ENSMUST00000132629.1, intron 1 of 3)	-intron (ENSMUST00000039925.7, intron 1 of 9)	1318	ENSMUST00000132629.1	ENSMUST00000132629	ENSMUST00000132629						NA
H3K27ac_i73_peak_2119	chr12	25143520	25144017	+	40	NA	Intergenic	Intergenic	-7147	ENSMUST00000223481.1	ENSMUST00000223481	ENSMUST00000223481						NA
H3K27ac_i73_peak_6370	chr3	106547314	106548461	+	40	NA	promoter-TSS (ENSMUST00000029507.12)	-promoter-TSS (ENSMUST00000029507.12)	6	ENSMUST00000151465.1	ENSMUST00000151465	ENSMUST00000151465						NA
H3K27ac_i73_peak_1109	chr10	121454633	121455051	+	40	NA	intron (ENSMUST00000220023.1, intron 1 of 1)	-intron (ENSMUST00000026902.8, intron 1 of 4)	7371	ENSMUST00000219500.1	ENSMUST00000219500	ENSMUST00000219500						NA
H3K27ac_i73_peak_8442	chr7	17003832	17004517	+	40	NA	TTS (ENSMUST00000003183.11)	-TTS (ENSMUST00000003183.11)	2909	ENSMUST00000142831.1	ENSMUST00000142831	ENSMUST00000142831						NA
H3K27ac_i73_peak_3703	chr15	102014191	102014407	+	40	NA	Intergenic	Intergenic	-9817	ENSMUST00000023952.9	ENSMUST00000023952	ENSMUST00000023952						NA
H3K27ac_i73_peak_580	chr1	181015708	181016254	+	40	NA	intron (ENSMUST00000147585.1, intron 1 of 3)	-intron (ENSMUST00000036928.11, intron 1 of 8)	1588	ENSMUST00000111068.7	ENSMUST00000111068	ENSMUST00000111068						NA
